10,16,4
10,486,4
10,175,3
10,611,5
10,7,4
10,100,5
10,461,3
10,488,5
10,285,5
10,504,5
10,289,4
10,340,4
10,505,4
10,489,4
10,657,4
10,463,4
10,655,5
10,321,4
10,48,4
10,203,4
10,218,4
10,124,5
10,283,4
10,4,4
10,704,3
10,22,5
10,155,4
10,294,3
10,656,5
10,64,4
10,702,3
10,615,4
10,200,5
10,223,5
10,651,4
10,711,4
10,705,4
10,696,4
10,367,4
10,509,4
10,135,5
10,498,5
10,164,4
10,191,5
10,496,5
10,385,4
10,519,5
10,156,4
10,703,5
10,99,5
10,194,4
10,588,4
10,695,3
10,447,4
10,418,4
10,160,4
10,176,4
10,435,5
10,706,4
10,275,4
10,371,4
10,234,4
10,168,4
10,497,4
10,475,4
10,269,4
10,493,4
10,495,4
10,195,4
10,521,4
10,13,3
10,183,5
10,132,5
10,420,4
10,712,4
10,186,4
10,199,4
10,710,4
10,558,4
10,483,5
10,56,5
10,603,5
10,127,5
10,133,5
10,98,4
10,1,4
10,652,3
10,144,4
10,698,4
10,474,4
10,82,4
10,510,5
10,216,4
10,211,5
10,531,5
10,357,5
10,162,4
10,161,4
10,697,3
10,50,5
10,157,5
10,302,4
10,694,5
10,606,5
10,221,4
10,432,4
10,116,4
10,334,4
10,692,4
10,480,5
10,527,4
10,274,4
10,333,4
10,33,4
10,245,4
10,404,4
10,174,4
10,129,4
10,178,5
10,11,4
10,182,5
10,134,5
10,137,4
10,462,3
10,205,5
10,663,3
10,467,4
10,511,4
10,32,4
10,513,4
10,529,3
10,664,4
10,530,4
10,319,3
10,273,4
10,693,4
10,197,5
10,69,4
10,60,3
10,708,4
10,170,4
10,602,5
10,582,4
10,701,4
10,185,5
10,499,4
10,276,4
10,629,4
10,478,5
10,59,4
10,192,4
10,654,5
10,709,4
10,482,4
10,414,4
10,518,4
10,617,5
10,230,4
10,470,4
10,699,4
10,589,5
10,238,4
10,502,4
10,430,3
10,180,5
10,70,4
10,23,5
10,700,4
10,525,5
10,153,4
10,85,4
10,40,4
10,12,5
10,286,4
10,179,5
10,479,5
10,610,4
10,707,5
10,484,5
10,686,4
10,604,4
10,93,4
10,9,4
10,198,3
10,16,4
10,486,4
10,175,3
10,611,5
10,7,4
10,100,5
10,461,3
10,488,5
10,285,5
10,504,5
10,289,4
10,340,4
10,505,4
10,489,4
10,657,4
10,463,4
10,655,5
10,321,4
10,48,4
10,203,4
10,218,4
10,124,5
10,283,4
10,4,4
10,704,3
10,22,5
10,155,4
10,294,3
10,656,5
10,64,4
10,702,3
10,615,4
10,200,5
10,223,5
10,651,4
10,711,4
10,705,4
10,696,4
10,367,4
10,509,4
10,135,5
10,498,5
10,164,4
10,191,5
10,496,5
10,385,4
10,519,5
10,156,4
10,703,5
10,99,5
10,194,4
10,588,4
10,695,3
10,447,4
10,418,4
10,160,4
10,176,4
10,435,5
10,706,4
10,275,4
10,371,4
10,234,4
10,168,4
10,497,4
10,475,4
10,269,4
10,493,4
10,495,4
10,195,4
10,521,4
10,13,3
10,183,5
10,132,5
10,420,4
10,712,4
10,186,4
10,199,4
10,710,4
10,558,4
10,483,5
10,56,5
10,603,5
10,127,5
10,133,5
10,98,4
10,1,4
10,652,3
10,144,4
10,698,4
10,474,4
10,82,4
10,510,5
10,216,4
10,211,5
10,531,5
10,357,5
10,162,4
10,161,4
10,697,3
10,50,5
10,157,5
10,302,4
10,694,5
10,606,5
10,221,4
10,432,4
10,116,4
10,334,4
10,692,4
10,480,5
10,527,4
10,274,4
10,333,4
10,33,4
10,245,4
10,404,4
10,174,4
10,129,4
10,178,5
10,11,4
10,182,5
10,134,5
10,137,4
10,462,3
10,205,5
10,663,3
10,467,4
10,511,4
10,32,4
10,513,4
10,529,3
10,664,4
10,530,4
10,319,3
10,273,4
10,693,4
10,197,5
10,69,4
10,60,3
10,708,4
10,170,4
10,602,5
10,582,4
10,701,4
10,185,5
10,499,4
10,276,4
10,629,4
10,478,5
10,59,4
10,192,4
10,654,5
10,709,4
10,482,4
10,414,4
10,518,4
10,617,5
10,230,4
10,470,4
10,699,4
10,589,5
10,238,4
10,502,4
10,430,3
10,180,5
10,70,4
10,23,5
10,700,4
10,525,5
10,153,4
10,85,4
10,40,4
10,12,5
10,286,4
10,179,5
10,479,5
10,610,4
10,707,5
10,484,5
10,686,4
10,604,4
10,93,4
10,9,4
10,198,3
10,16,4
10,486,4
10,175,3
10,611,5
10,7,4
10,100,5
10,461,3
10,488,5
10,285,5
10,504,5
10,289,4
10,340,4
10,505,4
10,489,4
10,657,4
10,463,4
10,655,5
10,321,4
10,48,4
10,203,4
10,218,4
10,124,5
10,283,4
10,4,4
10,704,3
10,22,5
10,155,4
10,294,3
10,656,5
10,64,4
10,702,3
10,615,4
10,200,5
10,223,5
10,651,4
10,711,4
10,705,4
10,696,4
10,367,4
10,509,4
10,135,5
10,498,5
10,164,4
10,191,5
10,496,5
10,385,4
10,519,5
10,156,4
10,703,5
10,99,5
10,194,4
10,588,4
10,695,3
10,447,4
10,418,4
10,160,4
10,176,4
10,435,5
10,706,4
10,275,4
10,371,4
10,234,4
10,168,4
10,497,4
10,475,4
10,269,4
10,493,4
10,495,4
10,195,4
10,521,4
10,13,3
10,183,5
10,132,5
10,420,4
10,712,4
10,186,4
10,199,4
10,710,4
10,558,4
10,483,5
10,56,5
10,603,5
10,127,5
10,133,5
10,98,4
10,1,4
10,652,3
10,144,4
10,698,4
10,474,4
10,82,4
10,510,5
10,216,4
10,211,5
10,531,5
10,357,5
10,162,4
10,161,4
10,697,3
10,50,5
10,157,5
10,302,4
10,694,5
10,606,5
10,221,4
10,432,4
10,116,4
10,334,4
10,692,4
10,480,5
10,527,4
10,274,4
10,333,4
10,33,4
10,245,4
10,404,4
10,174,4
10,129,4
10,178,5
10,11,4
10,182,5
10,134,5
10,137,4
10,462,3
10,205,5
10,663,3
