30,539,3
30,435,5
30,82,4
30,181,4
30,289,2
30,678,2
30,1007,5
30,255,4
30,286,5
30,688,3
30,28,4
30,294,4
30,538,4
30,531,5
30,301,4
30,231,2
30,7,4
30,1013,3
30,242,5
30,258,5
30,259,4
30,2,3
30,304,4
30,172,4
30,892,4
30,174,5
30,873,1
30,315,4
30,50,3
30,683,3
30,252,3
30,321,4
30,313,5
30,257,4
30,161,4
30,751,3
30,164,4
30,403,2
30,135,5
30,780,4
30,69,5
30,319,4
30,29,3
30,539,3
30,435,5
30,82,4
30,181,4
30,289,2
30,678,2
30,1007,5
30,255,4
30,286,5
30,688,3
30,28,4
30,294,4
30,538,4
30,531,5
30,301,4
30,231,2
30,7,4
30,1013,3
30,242,5
30,258,5
30,259,4
30,2,3
30,304,4
30,172,4
30,892,4
30,174,5
30,873,1
30,315,4
30,50,3
30,683,3
30,252,3
30,321,4
30,313,5
30,257,4
30,161,4
30,751,3
30,164,4
30,403,2
30,135,5
30,780,4
30,69,5
30,319,4
30,29,3
30,539,3
30,435,5
30,82,4
30,181,4
30,289,2
30,678,2
30,1007,5
30,255,4
30,286,5
30,688,3
30,28,4
30,294,4
30,538,4
30,531,5
30,301,4
30,231,2
30,7,4
30,1013,3
30,242,5
30,258,5
30,259,4
30,2,3
30,304,4
30,172,4
30,892,4
30,174,5
30,873,1
30,315,4
30,50,3
30,683,3
30,252,3
30,321,4
30,313,5
30,257,4
30,161,4
30,751,3
30,164,4
30,403,2
30,135,5
30,780,4
30,69,5
30,319,4
30,29,3
289,282,3
289,849,4
289,7,4
289,1,3
289,815,3
289,410,2
289,473,1
289,24,4
289,1016,5
289,685,4
289,405,2
289,471,4
289,926,3
289,147,3
289,151,2
289,254,1
289,21,1
289,222,2
289,125,2
289,742,4
289,121,3
289,15,3
289,477,2
289,455,4
289,117,4
289,109,3
289,363,3
289,282,3
289,849,4
289,7,4
289,1,3
289,815,3
289,410,2
289,473,1
289,24,4
289,1016,5
289,685,4
289,405,2
289,471,4
289,926,3
289,147,3
289,151,2
289,254,1
289,21,1
289,222,2
289,125,2
289,742,4
289,121,3
289,15,3
289,477,2
289,455,4
289,117,4
289,109,3
289,363,3
289,282,3
289,849,4
289,7,4
289,1,3
289,815,3
289,410,2
289,473,1
289,24,4
289,1016,5
289,685,4
289,405,2
289,471,4
289,926,3
289,147,3
289,151,2
289,254,1
289,21,1
289,222,2
289,125,2
289,742,4
289,121,3
289,15,3
289,477,2
289,455,4
289,117,4
289,109,3
289,363,3
471,95,4
471,140,5
471,596,1
471,477,5
471,99,2
471,588,1
471,94,5
471,418,3
471,1,4
471,969,2
471,8,5
471,102,5
471,151,2
471,501,3
471,422,5
471,50,3
471,768,3
471,932,5
471,404,2
471,878,4
471,465,5
471,225,5
471,420,1
471,82,5
471,393,5
471,432,1
471,172,4
471,71,3
471,627,1
471,1219,4
471,946,2
471,95,4
471,140,5
471,596,1
471,477,5
471,99,2
471,588,1
471,94,5
471,418,3
471,1,4
471,969,2
471,8,5
471,102,5
471,151,2
471,501,3
471,422,5
471,50,3
471,768,3
471,932,5
471,404,2
471,878,4
471,465,5
471,225,5
471,420,1
471,82,5
471,393,5
471,432,1
471,172,4
471,71,3
471,627,1
471,1219,4
471,946,2
471,95,4
471,140,5
471,596,1
471,477,5
471,99,2
471,588,1
471,94,5
471,418,3
471,1,4
471,969,2
471,8,5
471,102,5
471,151,2
471,501,3
471,422,5
471,50,3
471,768,3
471,932,5
471,404,2
471,878,4
471,465,5
471,225,5
471,420,1
471,82,5
471,393,5
471,432,1
471,172,4
471,71,3
471,627,1
471,1219,4
471,946,2
