12,300,4
12,82,4
12,96,4
12,735,5
12,471,5
12,172,4
12,143,5
12,97,5
12,204,5
12,132,5
12,157,5
12,71,4
12,15,5
12,191,5
12,196,5
12,754,4
12,276,4
12,753,5
12,684,5
12,28,5
12,381,4
12,402,5
12,200,1
12,50,4
12,318,5
12,282,5
12,170,4
12,392,4
12,133,4
12,195,4
12,202,4
12,242,5
12,168,4
12,591,5
12,708,3
12,216,5
12,159,4
12,161,5
12,416,3
12,215,4
12,4,5
12,174,5
12,98,5
12,228,4
12,328,4
12,88,5
12,238,5
12,69,5
12,127,4
12,480,4
12,203,3
12,300,4
12,82,4
12,96,4
12,735,5
12,471,5
12,172,4
12,143,5
12,97,5
12,204,5
12,132,5
12,157,5
12,71,4
12,15,5
12,191,5
12,196,5
12,754,4
12,276,4
12,753,5
12,684,5
12,28,5
12,381,4
12,402,5
12,200,1
12,50,4
12,318,5
12,282,5
12,170,4
12,392,4
12,133,4
12,195,4
12,202,4
12,242,5
12,168,4
12,591,5
12,708,3
12,216,5
12,159,4
12,161,5
12,416,3
12,215,4
12,4,5
12,174,5
12,98,5
12,228,4
12,328,4
12,88,5
12,238,5
12,69,5
12,127,4
12,480,4
12,203,3
12,300,4
12,82,4
12,96,4
12,735,5
12,471,5
12,172,4
12,143,5
12,97,5
12,204,5
12,132,5
12,157,5
12,71,4
12,15,5
12,191,5
12,196,5
12,754,4
12,276,4
12,753,5
12,684,5
12,28,5
12,381,4
12,402,5
12,200,1
12,50,4
12,318,5
12,282,5
12,170,4
12,392,4
12,133,4
12,195,4
12,202,4
12,242,5
12,168,4
12,591,5
12,708,3
12,216,5
12,159,4
12,161,5
12,416,3
12,215,4
12,4,5
12,174,5
12,98,5
12,228,4
12,328,4
12,88,5
12,238,5
12,69,5
12,127,4
12,480,4
12,203,3
24,64,5
24,191,5
24,763,5
24,367,2
24,153,4
24,427,5
24,742,4
24,372,4
24,662,5
24,129,3
24,508,4
24,25,4
24,477,5
24,275,5
24,178,5
24,294,3
24,286,5
24,258,4
24,318,5
24,56,4
24,216,4
24,100,5
24,475,4
24,109,3
24,9,5
24,358,3
24,117,4
24,127,5
24,249,4
24,300,4
24,55,5
24,238,5
24,180,5
24,69,5
24,486,3
24,176,5
24,729,5
24,421,5
24,8,5
24,582,4
24,11,5
24,727,3
24,41,5
24,173,5
24,289,3
24,237,4
24,919,3
24,357,5
24,200,5
24,79,4
24,12,5
24,92,5
24,288,3
24,98,5
24,71,5
24,402,4
24,132,3
24,655,5
24,223,5
24,7,4
24,1007,5
24,699,3
24,97,4
24,518,4
24,58,3
24,276,5
24,151,5
24,324,5
24,64,5
24,191,5
24,763,5
24,367,2
24,153,4
24,427,5
24,742,4
24,372,4
24,662,5
24,129,3
24,508,4
24,25,4
24,477,5
24,275,5
24,178,5
24,294,3
24,286,5
24,258,4
24,318,5
24,56,4
24,216,4
24,100,5
24,475,4
24,109,3
24,9,5
24,358,3
24,117,4
24,127,5
24,249,4
24,300,4
24,55,5
24,238,5
24,180,5
24,69,5
24,486,3
24,176,5
24,729,5
24,421,5
24,8,5
24,582,4
24,11,5
24,727,3
24,41,5
24,173,5
24,289,3
24,237,4
24,919,3
24,357,5
24,200,5
24,79,4
24,12,5
24,92,5
24,288,3
24,98,5
24,71,5
24,402,4
24,132,3
24,655,5
24,223,5
24,7,4
24,1007,5
24,699,3
24,97,4
24,518,4
24,58,3
24,276,5
24,151,5
24,324,5
24,64,5
24,191,5
24,763,5
24,367,2
24,153,4
24,427,5
24,742,4
24,372,4
24,662,5
24,129,3
24,508,4
24,25,4
24,477,5
24,275,5
24,178,5
24,294,3
24,286,5
24,258,4
24,318,5
24,56,4
24,216,4
24,100,5
24,475,4
24,109,3
24,9,5
24,358,3
24,117,4
24,127,5
24,249,4
24,300,4
24,55,5
24,238,5
24,180,5
24,69,5
24,486,3
24,176,5
24,729,5
24,421,5
24,8,5
24,582,4
24,11,5
24,727,3
24,41,5
24,173,5
24,289,3
24,237,4
24,919,3
24,357,5
24,200,5
24,79,4
24,12,5
24,92,5
24,288,3
24,98,5
24,71,5
24,402,4
24,132,3
24,655,5
24,223,5
24,7,4
24,1007,5
24,699,3
24,97,4
24,518,4
24,58,3
24,276,5
24,151,5
24,324,5
32,294,3
32,290,3
32,151,3
32,1012,4
32,249,4
32,591,3
32,276,4
32,117,3
32,250,4
32,246,4
32,100,3
32,118,3
32,122,2
32,866,3
32,1016,1
32,245,2
32,235,3
32,259,2
32,257,4
32,508,4
32,222,3
32,288,4
32,240,2
32,475,5
32,248,4
32,313,4
32,1023,3
32,271,3
32,405,4
32,9,3
32,742,3
32,307,2
32,111,3
32,298,5
32,268,5
32,7,4
32,455,2
32,628,4
32,50,4
32,181,4
32,408,3
32,294,3
32,290,3
32,151,3
32,1012,4
32,249,4
32,591,3
32,276,4
32,117,3
32,250,4
32,246,4
32,100,3
32,118,3
32,122,2
32,866,3
32,1016,1
32,245,2
32,235,3
32,259,2
